Ticker,Sector,Industry,MarketCap,PE_Ratio,PB_Ratio,EPS,RevenueGrowth,DebtToEquity,CurrentPrice,ForwardPE,ProfitMargin,ROE,Name
OR.PA,Consumer Defensive,Household & Personal Products,198381158400.0,32.458515,5.6756053,11.45,0.01,34.042,371.65,25.243744,0.13909,0.18003,L'Oréal S.A.
EW,Healthcare,Medical Devices,47801073664.0,44.81622,4.657342,1.85,0.167,6.824,82.91,24.652191,0.1739,,Edwards Lifesciences Corporation
UBER,Technology,Software - Application,150139551744.0,15.4228325,5.5784965,4.73,0.201,43.806,72.95,16.922611,0.19326,0.39925998,"Uber Technologies, Inc."
GPC,Consumer Cyclical,Auto Parts,14509044736.0,237.02274,3.2070482,0.44,0.068,149.454,104.29,12.455393,0.00243,0.01342,Genuine Parts Company
NVS,Healthcare,Drug Manufacturers - General,277627371520.0,20.845272,6.0186143,6.98,-0.007,120.734,145.5,14.631217,0.23921,0.34929,Novartis AG
HCA,Healthcare,Medical Care Facilities,95122694144.0,14.770582,-15.979355,29.03,0.043,,428.79,12.934027,0.08894,,"HCA Healthcare, Inc."
AFMD,,,,,,,,,0.1815,,,,
BATS.L,Consumer Defensive,Tobacco,95531966464.0,12.65043,2.0844152,3.49,0.001,72.842,4415.0,11.47078,0.30316,0.15824,British American Tobacco p.l.c.
AREN,Communication Services,Internet Content & Information,120435064.0,4.216666,-25.049503,0.6,-0.22,,2.53,3.8923078,0.92605,,"The Arena Group Holdings, Inc."
ADI,Technology,Semiconductors,197610389504.0,74.1337,5.8486857,5.46,0.304,25.753,404.77,30.780169,0.23024,0.07862,"Analog Devices, Inc."
TRMB,Technology,Scientific & Technical Instruments,15867907072.0,38.846592,2.7646585,1.76,-0.014,26.749,68.37,16.909748,0.118190005,0.07322,Trimble Inc.
FIS,Technology,Information Technology Services,24091273216.0,63.849316,1.7236788,0.73,0.082,95.893,46.61,6.7693276,0.03578,0.026010001,"Fidelity National Information Services, Inc."
REXR,Real Estate,REIT - Industrial,8225006592.0,37.81915,0.98435545,0.94,-0.029,37.706,35.55,38.122505,0.23297001,0.02698,"Rexford Industrial Realty, Inc."
3690.HK,Consumer Cyclical,Internet Retail,509386620928.0,,2.9086766,-4.49,0.028,57.368,82.5,15.492964,-0.06401,-0.14434,Meituan
RTX,Industrials,Aerospace & Defense,232801157120.0,32.494358,3.5564837,5.32,0.087,57.229,172.87,22.898205,0.080290005,0.11571,RTX Corporation
WAB,Industrials,Railroads,44699799552.0,37.31445,4.033624,7.06,0.13,62.03,263.44,21.722406,0.10515001,0.11305001,Westinghouse Air Brake Technologies Corporation
ATO,Utilities,Utilities - Regulated Gas,30978443264.0,24.381512,2.1688519,7.68,0.142,67.443,187.25,21.120867,0.25667998,0.09237,Atmos Energy Corporation
DRI,Consumer Cyclical,Restaurants,22277056512.0,20.495258,10.602922,9.49,0.059,387.681,194.5,17.107021,0.086619996,0.51539004,"Darden Restaurants, Inc."
ESS,Real Estate,REIT - Residential,18381926400.0,30.032658,3.1552732,8.88,0.064,121.856,266.69,44.96665,0.29132,0.105579995,"Essex Property Trust, Inc."
ATD.TO,Consumer Cyclical,Specialty Retail,73164570624.0,20.274809,3.7192593,3.93,-0.221,75.868,79.68,18.007898,0.03711,0.1816,Alimentation Couche-Tard Inc.
TFX,Healthcare,Medical Instruments & Supplies,5342389248.0,91.431816,1.7069756,1.32,,90.324,120.69,11.643994,-0.45448002,0.01581,Teleflex Incorporated
ALV.DE,Financial Services,Insurance - Diversified,150157639680.0,14.266618,2.394015,27.68,-0.056,53.166,394.9,11.857765,0.09521,0.17527,Allianz SE
MET,Financial Services,Insurance - Life,51550289920.0,16.963907,1.8438178,4.71,0.276,225.974,79.9,7.2930274,0.04384,0.12020001,"MetLife, Inc."
ALFI,,,,,,,,,25.135,,,,AlphaClone International ETF
MRK,Healthcare,Drug Manufacturers - General,279460642816.0,31.87324,5.3227024,3.55,0.049,106.936,113.15,11.67029,0.13586001,0.18944,"Merck & Co., Inc."
BNS,Financial Services,Banks - Diversified,94414012416.0,15.457661,1.4664676,4.96,0.235,,76.67,11.384628,0.26853,0.10333,The Bank of Nova Scotia
CAH,Healthcare,Medical Distribution,46138552320.0,30.122324,-16.121113,6.54,0.11,,197.0,16.490503,0.0062,,"Cardinal Health, Inc."
CI,Healthcare,Healthcare Plans,72921006080.0,11.846154,1.7280159,23.27,0.046,72.805,275.66,8.217133,0.02263,0.16268998,The Cigna Group
LH,Healthcare,Diagnostics & Research,21085480960.0,22.77591,2.4521286,11.29,0.058,83.407,257.14,13.228067,0.06656,0.11047,Labcorp Holdings Inc.
MCHP,Technology,Semiconductors,53291024384.0,,8.123402,-0.3,0.156,82.382,98.48,36.99071,-0.01574,-0.010930001,Microchip Technology Incorporated
EFX,Industrials,Consulting Services,20510296064.0,29.9331,4.4670396,5.68,0.143,113.353,170.02,16.507887,0.11123,0.1437,Equifax Inc.
INVH,Real Estate,REIT - Residential,17019302912.0,30.157894,1.8719372,0.95,0.092,97.038,28.65,42.063072,0.20964001,0.061929997,Invitation Homes Inc.
UNH,Healthcare,Healthcare Plans,330471538688.0,27.399849,3.502994,13.28,0.02,73.982,363.87,17.532803,0.02678,0.121759996,UnitedHealth Group Incorporated
ALKS,Healthcare,Drug Manufacturers - Specialty & Generic,6041060352.0,40.27778,3.299654,0.9,0.282,86.23,36.25,35.89109,0.09774999,0.0936,Alkermes plc
RL,Consumer Cyclical,Apparel Manufacturing,21831849984.0,24.507828,7.553448,14.69,0.122,98.972,360.02,19.981817,0.11726,0.33846,Ralph Lauren Corporation
CM,Financial Services,Banks - Diversified,101339742208.0,15.596317,2.1698132,7.06,0.167,,110.11,13.514582,0.33528998,0.14748,Canadian Imperial Bank of Commerce
AGND,,,,,,,,,38.125,,,,WisdomTree Negative Duration U.S. Aggregate Bond Fund
CTVA,Basic Materials,Agricultural Inputs,56326811648.0,47.94286,2.3357463,1.75,-0.017,12.282,83.9,20.72777,0.06287,0.04974,"Corteva, Inc."
MA,Financial Services,Credit Services,439211851776.0,28.732948,57.43933,17.3,0.158,282.059,497.08,21.820713,0.45876,2.32076,Mastercard Incorporated
SYY,Consumer Defensive,Food Distribution,34830819328.0,20.233334,15.280049,3.6,0.047,670.44,72.84,14.690399,0.02079,0.81894994,Sysco Corporation
AWK,Utilities,Utilities - Regulated Water,24615110656.0,22.388988,2.2701895,5.63,0.057,142.33,126.05,19.168976,0.21172,0.10217,"American Water Works Company, Inc."
T,Communication Services,Telecom Services,179961970688.0,8.519737,1.6490513,3.04,0.029,125.175,25.9,10.127355,0.16938,0.18370001,AT&T Inc.
CRL,Healthcare,Diagnostics & Research,9147505664.0,,2.8832035,-2.91,-0.008,81.947,185.39,14.935859,-0.03595,-0.04232,"Charles River Laboratories International, Inc."
XLE,,,,22.915363,1.1407464,,,,59.45,,,,State Street Energy Select Sector SPDR ETF
PAYX,Technology,Software - Application,33267308544.0,20.496687,8.288698,4.53,0.199,124.91,92.85,15.736728,0.26633,,"Paychex, Inc."
NSC,Industrials,Railroads,70425944064.0,26.394781,4.4562087,11.88,0.002,111.586,313.57,23.262888,0.21912001,0.17615,Norfolk Southern Corporation
MAA,Real Estate,REIT - Residential,15531555840.0,39.323265,2.6864254,3.31,0.008,99.825,130.16,33.460155,0.176,0.06711,"Mid-America Apartment Communities, Inc."
CNQ,Energy,Oil & Gas E&P,99854835712.0,12.592105,3.0583375,3.8,0.015,44.455,47.85,13.826708,0.27914,0.25812998,Canadian Natural Resources Limited
D,Utilities,Utilities - Regulated Electric,55396896768.0,18.581121,1.9709629,3.39,0.231,154.901,62.99,16.536541,0.16929,0.09787,"Dominion Energy, Inc."
BBWI,Consumer Cyclical,Specialty Retail,3705438208.0,5.916399,-2.88718,3.11,-0.023,,18.4,6.416784,0.08901,,"Bath & Body Works, Inc."
ALBT,Real Estate,Real Estate Services,3495915.0,,-0.11131725,-5.41,,10.188,0.42,,0.0,-2.12535,Avalon GloboCare Corp.
AJXA,,,,17.27774,1.5935673,,,,25.07,,,,Great Ajax Corp. 7.25 CV SR NT 24
CEG,Utilities,Utilities - Independent Power Producers,116086456320.0,43.300003,6.894311,7.4,0.129,63.94,320.42,23.583809,0.09082,0.16364,Constellation Energy Corporation
DPZ,Consumer Cyclical,Restaurants,11033960448.0,19.086884,-2.8448062,17.38,0.035,,331.73,15.800082,0.118879996,,"Domino's Pizza, Inc."
INCY,Healthcare,Biotechnology,19472766976.0,13.76695,3.743375,7.08,0.209,0.701,97.47,10.760819,0.26707,0.30823,Incyte Corporation
AAPL,Technology,Consumer Electronics,4173852573696.0,34.362755,47.379124,8.27,0.166,79.548,284.18,29.691374,0.27152002,1.4147099,Apple Inc.
IFF,Basic Materials,Specialty Chemicals,18077333504.0,,1.2784983,-1.41,-0.066,46.884,70.77,14.905819,-0.033150002,-0.02559,International Flavors & Fragrances Inc.
GSK,Healthcare,Drug Manufacturers - General,101138464768.0,13.051814,4.5471673,3.86,0.015,109.7,50.38,9.6262245,0.17782,0.40905997,GSK plc
AFRM,Financial Services,Credit Services,22255122432.0,82.481476,6.2573752,0.81,0.296,258.872,66.81,17.038933,0.07598,0.08917,"Affirm Holdings, Inc."
CTAS,Industrials,Specialty Business Services,67714744320.0,35.706753,14.138334,4.74,0.089,60.943,169.25,31.198904,0.17568001,0.41303003,Cintas Corporation
CVS,Healthcare,Healthcare Plans,103412662272.0,58.05036,1.3635366,1.39,0.084,106.06,80.69,9.861435,0.00442,0.022869999,CVS Health Corporation
GM,Consumer Cyclical,Auto Manufacturers,68661809152.0,27.791971,1.1071533,2.74,-0.009,199.048,76.15,5.4223104,0.0137600005,0.040149998,General Motors Company
ARRY,Technology,Solar,1251902208.0,,-6.0547748,-0.73,-0.179,294.251,8.18,9.3972225,-0.04068,-0.19021,"Array Technologies, Inc."
ADM,Consumer Defensive,Farm Products,38161272832.0,35.35268,1.6720861,2.24,0.016,40.38,79.19,16.097296,0.013409999,0.047659997,Archer-Daniels-Midland Company
MOH,Healthcare,Healthcare Plans,10012056576.0,51.520107,2.4492111,3.73,-0.043,96.74,192.17,21.659449,0.0043599997,0.04482,"Molina Healthcare, Inc."
AIZN,,,,,,,,,19.66,,,,
ACLS,Technology,Semiconductor Equipment & Materials,4292976640.0,36.763157,4.14737,3.8,-0.056,6.939,139.7,30.961878,0.1433,0.11745,"Axcelis Technologies, Inc."
ACET,Healthcare,Biotechnology,79553192.0,,0.5740304,-16.95,,9.257,8.51,-2.0898821,0.0,-0.67552,"Adicet Bio, Inc."
GRMN,Technology,Scientific & Technical Instruments,45251780608.0,26.1875,4.8821287,8.96,0.142,2.331,234.64,23.14931,0.23261,0.19899,Garmin Ltd.
BXP,Real Estate,REIT - Office,10362482688.0,29.41206,1.8026423,1.99,0.056,211.944,58.53,28.071941,0.099209994,0.05525,"BXP, Inc."
ETN,Industrials,Specialty Industrial Machinery,159407652864.0,39.354404,8.204565,10.44,0.168,110.463,410.86,26.418636,0.13986,0.20844999,Eaton Corporation plc
MS,Financial Services,Capital Markets,300502548480.0,17.157751,2.9401712,11.03,0.163,455.747,189.25,14.922996,0.24753,,Morgan Stanley
ADSK,Technology,Software - Application,52629729280.0,47.601147,17.366148,5.24,0.194,89.787,249.43,17.685305,0.15597999,0.39675,"Autodesk, Inc."
ZBRA,Technology,Communication Equipment,11234892800.0,27.920536,3.1567817,8.18,0.106,75.167,228.39,11.390318,0.077649996,0.116809994,Zebra Technologies Corporation
BIIB,Healthcare,Drug Manufacturers - General,27922610176.0,20.314714,1.4966725,9.31,0.019,35.181,189.13,11.453976,0.13805,0.077010006,Biogen Inc.
SAP,Technology,Software - Application,203236147200.0,23.582764,3.8456442,7.31,0.06,17.331,172.39,18.363155,0.19584,0.16350001,SAP SE
CHD,Consumer Defensive,Household & Personal Products,22161334272.0,30.766447,5.292853,3.04,0.002,56.794,93.53,23.351559,0.11812,0.16779,"Church & Dwight Co., Inc."
REG,Real Estate,REIT - Retail,14746607616.0,27.109964,2.1696918,2.91,0.1,73.218,78.89,31.091616,0.33106998,0.08003,Regency Centers Corporation
KO,Consumer Defensive,Beverages - Non-Alcoholic,337658839040.0,24.679245,10.040942,3.18,0.121,124.943,78.48,22.564304,0.278,0.43372002,The Coca-Cola Company
VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,18071812096.0,,1.2144926,-3.0,0.05,99.91,15.52,5.830247,-0.2458,-0.21080999,Viatris Inc.
AQNB,,,,,,,,,26.0401,,,,
ED,Utilities,Utilities - Regulated Electric,40213180416.0,19.38721,1.629445,5.63,0.089,117.317,109.15,16.81269,0.11958,0.08767,"Consolidated Edison, Inc."
DOV,Industrials,Specialty Industrial Machinery,30092785664.0,27.93375,4.0177994,8.0,0.101,43.927,223.47,19.275738,0.13304,0.14998001,Dover Corporation
EXC,Utilities,Utilities - Regulated Electric,47250227200.0,16.91575,1.6397983,2.73,-0.011,174.488,46.18,15.187393,0.11411,0.09936,Exelon Corporation
WDC,Technology,Computer Hardware,160366821376.0,27.85988,22.245277,16.7,0.455,17.81,465.26,26.711662,0.55286,0.85920995,Western Digital Corporation
MTCH,Communication Services,Internet Content & Information,8787104768.0,15.819327,-34.541286,2.38,0.021,,37.65,9.341574,0.17591,,
EXPE,Consumer Cyclical,Travel Services,29843488768.0,25.320774,23.721617,9.82,0.114,254.692,248.65,10.856201,0.08783,0.48672,"Expedia Group, Inc."
AKAM,Technology,Software - Infrastructure,17363486720.0,38.41694,3.4289868,3.07,0.074,114.024,117.94,15.513971,0.10742,0.091730006,"Akamai Technologies, Inc."
ADIL,Healthcare,Biotechnology,2284752.0,,0.33691302,-11.93,,,1.6,-0.61776066,0.0,-1.7073399,"Adial Pharmaceuticals, Inc."
AMJB,,,,,,,,,35.8957,,,,Alerian MLP Index ETN
NNN,Real Estate,REIT - Retail,8448921600.0,21.663416,1.9222611,2.05,0.041,110.44,44.41,20.938137,0.41384998,0.0885,"NNN REIT, Inc."
AMT,Real Estate,REIT - Specialty,82984869888.0,28.729033,23.563963,6.2,0.068,444.55,178.12,25.791616,0.26806998,0.29952,American Tower Corporation
HUBB,Industrials,Electrical Equipment & Parts,26833582080.0,30.030159,7.027929,16.91,0.111,72.468,507.81,23.370193,0.15105,0.25822002,Hubbell Incorporated
SPGI,Financial Services,Financial Data & Stock Exchanges,125465518080.0,26.810246,4.068905,15.81,0.104,38.392,423.87,19.088213,0.30361998,0.13939999,S&P Global Inc.
AAL,Industrials,Airlines,8181334016.0,39.903225,-2.0068138,0.31,0.108,,12.37,5.6193557,0.00361,,American Airlines Group Inc.
ADUS,Healthcare,Medical Care Facilities,1837360640.0,18.858238,1.645081,5.22,0.077,12.43,98.44,13.199551,0.06887,0.09448,Addus HomeCare Corporation
AEIS,Industrials,Electrical Equipment & Parts,13144536064.0,72.00625,9.5867195,4.8,0.263,42.177,345.63,29.397104,0.099989995,0.14663,"Advanced Energy Industries, Inc."
APLE,Real Estate,REIT - Hotel & Motel,3212879360.0,18.643835,1.0276351,0.73,0.031,53.668,13.61,19.169014,0.12081,0.05421,"Apple Hospitality REIT, Inc."
AKTS,Healthcare,Biotechnology,1074565504.0,,-0.12174349,-1.21,1.004,6.167,19.44,-10.770083,0.0,-0.29446,"Aktis Oncology, Inc."
VWO,,,,17.305101,1.2329166,,,,59.36,,,,Vanguard Emerging Markets Stock Index Fund
ALEC,Healthcare,Biotechnology,285334720.0,,9.244604,-1.39,-0.885,118.219,2.57,-2.8021894,0.0,-1.81556,"Alector, Inc."
ABNB,Consumer Cyclical,Travel Services,83073007616.0,34.758705,10.259177,4.02,0.12,27.698,139.73,24.257458,0.20513001,0.30233,"Airbnb, Inc."
AMTX,Basic Materials,Specialty Chemicals,249412848.0,,-0.78947365,-1.28,0.142,,3.66,15.51768,-0.37023,,"Aemetis, Inc."
RVTY,Healthcare,Diagnostics & Research,10319447040.0,44.375004,1.4293901,2.08,0.07,46.642,92.3,15.66733,0.08258,0.03227,"Revvity, Inc."
SHEL,Energy,Oil & Gas Integrated,250121306112.0,14.951667,1.4708968,6.0,-0.033,43.172,89.71,9.449224,0.06683,0.101940006,Shell plc
AMPE,Healthcare,Biotechnology,5903.0,,0.0012896826,-0.36,,13.423,0.0052,-0.057777777,0.0,-1.1396099,"Ampio Pharmaceuticals, Inc."
SUI,Real Estate,REIT - Residential,16017123328.0,,2.2238197,-0.49,0.086,62.535,125.27,44.852695,0.59651,0.0025099998,"Sun Communities, Inc."
TRGP,Energy,Oil & Gas Midstream,55827279872.0,30.591286,18.172405,8.49,-0.079,548.63,259.72,22.269075,0.11293,0.51381,Targa Resources Corp.
COP,Energy,Oil & Gas E&P,150240018432.0,20.937181,2.3278027,5.89,-0.053,36.143,123.32,14.208225,0.12331,0.112840004,ConocoPhillips
EG,Financial Services,Insurance - Reinsurance,13917263872.0,7.1217923,0.92050844,49.1,-0.047,23.471,349.68,5.7517953,0.11733,0.13822,"Everest Group, Ltd."
BK,Financial Services,Banks - Diversified,90849124352.0,16.421835,2.302794,8.06,0.134,,132.36,13.765518,0.28722,0.13472,The Bank of New York Mellon Corporation
XOM,Energy,Oil & Gas Integrated,641969422336.0,26.030254,2.4952877,5.95,0.026,18.261,154.88,15.29371,0.077649996,0.09873,Exxon Mobil Corporation
BAYN.DE,Healthcare,Drug Manufacturers - General,37774204928.0,,1.4558328,-3.68,-0.025,144.185,38.45,8.109608,-0.07943,-0.123739995,Bayer Aktiengesellschaft
GLW,Technology,Electronic Components,139509399552.0,78.30918,11.765986,2.07,0.2,80.363,162.1,40.10064,0.1109,0.1674,Corning Incorporated
AKTX,Healthcare,Biotechnology,6432584.0,Infinity,0.22452159,0.0,,2.662,5.62,-0.40142855,0.0,-0.6843,"Akari Therapeutics, Plc"
MFC,Financial Services,Insurance - Life,65620774912.0,17.39823,1.8654246,2.26,-0.349,48.346,39.32,10.772137,0.18667,0.11494,Manulife Financial Corporation
ACIU,Healthcare,Biotechnology,306338464.0,,5.351825,-0.84,-0.703,10.117,3.01,20.272882,0.0,-0.89653,AC Immune SA
V,Financial Services,Credit Services,612418519040.0,28.10035,16.074173,11.46,0.171,67.233,322.03,21.716496,0.51679003,0.60349,Visa Inc.
CMS,Utilities,Utilities - Regulated Electric,23147345920.0,20.756233,2.5044286,3.61,0.116,189.842,74.93,17.95281,0.12548,0.103719994,CMS Energy Corporation
AOS,Industrials,Specialty Industrial Machinery,8115349504.0,15.701334,4.3904257,3.75,-0.019,34.981,58.88,14.088181,0.13841,0.28267,A. O. Smith Corporation
PG,Consumer Defensive,Household & Personal Products,337413996544.0,21.18421,6.2778907,6.84,0.074,67.651,144.9,20.436571,0.19162,0.31112,The Procter & Gamble Company
HR,Real Estate,REIT - Healthcare Facilities,6986979840.0,,1.5170208,-0.58,-0.065,96.508,19.92,-199.2,-0.17337,-0.04232,Healthcare Realty Trust Incorporated
AXP,Financial Services,Credit Services,215581048832.0,19.722223,6.338523,16.02,0.116,177.847,315.95,15.706364,0.16305,0.34419,American Express Company
COF,Financial Services,Credit Services,120294277120.0,58.54321,1.0933068,3.24,0.463,,189.68,7.896588,0.08876,0.03259,Capital One Financial Corporation
ADSE,Industrials,Electrical Equipment & Parts,693212800.0,,-37.312733,-1.08,-0.449,,11.53,13.988474,-1.74879,,ADS-TEC Energy PLC
WRB,Financial Services,Insurance - Property & Casualty,24752678912.0,14.086864,2.585047,4.72,0.04,31.76,66.49,13.784339,0.12639,0.20164,W. R. Berkley Corporation
FOX,Communication Services,Entertainment,23783892992.0,13.407674,2.1757402,4.17,0.02,67.389,55.91,11.249497,0.11407,0.16823,Fox Corporation
APWC,Industrials,Electrical Equipment & Parts,63085656.0,8.499999,0.18523002,0.18,-0.017,18.959,1.53,,0.00749,0.02305,Asia Pacific Wire & Cable Corporation Limited
OMC,Communication Services,Advertising Agencies,22127882240.0,,2.3447692,-0.37,0.692,110.574,77.64,6.2348027,0.00318,0.02015,Omnicom Group Inc.
TJX,Consumer Cyclical,Apparel Retail,171356979200.0,31.819304,16.836159,4.87,0.085,132.375,154.96,27.334002,0.091000006,0.59129,"The TJX Companies, Inc."
VRSK,Industrials,Consulting Services,23642890240.0,27.465752,80.81056,6.57,0.039,,180.45,20.871817,0.2934,,"Verisk Analytics, Inc."
WAT,Healthcare,Diagnostics & Research,33646221312.0,43.662422,7.9688916,7.85,0.915,34.103,342.75,20.983248,0.11926,0.05212,Waters Corporation
ANTX,Healthcare,Biotechnology,168819104.0,,2.4225206,-1.16,,,4.69,-5.8625,0.0,-0.52145,"AN2 Therapeutics, Inc."
AKAN,Healthcare,Drug Manufacturers - Specialty & Generic,16032540.0,0.043053962,0.29412916,696.8,,11.851,30.0,,-2.66312,-0.60863996,Akanda Corp.
HII,Industrials,Aerospace & Defense,12842077184.0,21.191032,2.522742,15.39,0.134,56.946,326.13,16.102037,0.04709,0.12198,"Huntington Ingalls Industries, Inc."
LDOS,Technology,Information Technology Services,17256241152.0,12.551692,3.5269167,10.93,0.037,137.125,137.19,10.429068,0.08154,0.30579,"Leidos Holdings, Inc."
MPWR,Technology,Semiconductors,78024335360.0,113.599434,21.9045,13.98,0.261,0.543,1588.12,52.65849,0.22984,0.19574,"Monolithic Power Systems, Inc."
VLO,Energy,Oil & Gas Refining & Marketing,75257610240.0,18.513514,3.1935134,13.69,0.066,42.664,253.45,13.412835,0.03569,0.1585,Valero Energy Corporation
XYL,Industrials,Specialty Industrial Machinery,27665145856.0,28.952736,2.4695523,4.02,0.027,18.354,116.39,19.126074,0.10791001,0.08724,Xylem Inc.
ACNB,Financial Services,Banks - Regional,546993600.0,10.6888895,1.2855964,4.95,0.427,,52.91,9.694915,0.32121,0.12562001,ACNB Corporation
KVUE,Consumer Defensive,Household & Personal Products,33348947968.0,22.855265,3.0918477,0.76,0.032,80.576,17.37,14.487557,0.097200006,0.14388,Kenvue Inc.
AON,Financial Services,Insurance Brokers,67180625920.0,17.273476,7.214615,18.21,0.065,155.05,314.55,14.699216,0.22544001,0.46447,Aon plc
SYK,Healthcare,Medical Devices,113076101120.0,35.107018,5.037193,8.41,0.026,61.9,295.25,17.652527,0.13205,0.152,Stryker Corporation
AFIB,Healthcare,Medical Devices,8973.0,,-0.0007731959,-0.15,2.037,,0.0003,-0.0001369863,-0.47362998,,"Acutus Medical, Inc."
AAL.L,Basic Materials,Other Industrial Metals & Mining,41145151488.0,,3.0873373,-0.78,0.175,65.506,3840.0015,23.18916,-0.20171,-0.02674,Anglo American plc
BRK-B,Financial Services,Insurance - Diversified,1004058509312.0,13.850639,0.00093353627,33.61,0.044,17.669,465.52,21.601875,0.19305,0.10499,Berkshire Hathaway Inc.
SNPS,Technology,Software - Infrastructure,96261840896.0,76.954056,3.14923,6.53,0.655,35.579,502.51,29.473642,0.13756,0.055430003,"Synopsys, Inc."
AIG,Financial Services,Insurance - Diversified,41605279744.0,13.815142,1.0349512,5.68,0.014,22.647,78.47,8.853381,0.118389994,0.07723,"American International Group, Inc."
NFLX,Communication Services,Entertainment,370087100416.0,28.351614,13.941942,3.1,0.162,53.788,87.89,22.880453,0.28521,0.48494998,"Netflix, Inc."
AIRG,Technology,Communication Equipment,90378312.0,,3.056151,-0.54,-0.196,16.618,7.13,24.169493,-0.1241,-0.21688,"Airgain, Inc."
ALRM,Technology,Software - Application,2303479296.0,18.955284,2.7286558,2.46,0.08,119.599,46.63,15.581613,0.13111,0.15837,"Alarm.com Holdings, Inc."
ARGX,Healthcare,Biotechnology,49664753664.0,40.64962,167.88916,19.55,0.73,0.644,794.7,23.978035,0.30497998,0.20154,argenx SE
BA,Industrials,Aerospace & Defense,176879288320.0,88.338585,29.55869,2.54,0.14,828.696,224.38,52.31815,0.024600001,1.69947,The Boeing Company
AGEN,Healthcare,Biotechnology,173215760.0,Infinity,-0.5432517,0.0,0.275,,4.17,-1.8130436,0.00101,,Agenus Inc.
NXRT,Real Estate,REIT - Residential,1519559168.0,,2.7584915,-1.26,0.005,564.922,29.48,-15.274611,-0.12658,-0.09661,"NexPoint Residential Trust, Inc."
GE,Industrials,Aerospace & Defense,299531763712.0,35.568237,16.097479,8.06,0.247,116.527,286.68,33.053352,0.17863001,0.45428002,GE Aerospace
NVDA,Technology,Semiconductors,4775932329984.0,40.18405,30.361557,4.89,0.732,7.255,196.5,17.483482,0.55603004,1.01485,NVIDIA Corporation
ZBH,Healthcare,Medical Devices,16059321344.0,21.505182,1.2667674,3.86,0.093,59.827,83.01,9.230308,0.09052,0.060650002,"Zimmer Biomet Holdings, Inc."
SWKS,Technology,Semiconductors,10913457152.0,27.800766,1.8890421,2.61,-0.031,20.714,72.56,14.488325,0.097270004,0.06485,"Skyworks Solutions, Inc."
NTRS,Financial Services,Asset Management,29903638528.0,16.921467,2.4769323,9.55,0.139,,161.6,13.687817,0.22364001,0.14462,Northern Trust Corporation
AERT,Industrials,Consulting Services,32791966.0,,-27.2125,-0.08,-0.008,,0.6531,,-0.04223,,"Aeries Technology, Inc"
DGX,Healthcare,Diagnostics & Research,21125306368.0,21.087292,2.8758287,9.05,0.092,82.737,190.84,16.366716,0.0908,0.14538999,Quest Diagnostics Incorporated
AMAL,Financial Services,Banks - Regional,1234578176.0,12.020349,1.5287637,3.44,0.047,,41.35,9.14823,0.33118,0.13558,Amalgamated Financial Corp.
HMC,Consumer Cyclical,Auto Manufacturers,31348015104.0,10.108786,0.39533865,2.39,-0.034,106.013,24.16,4.870968,0.02325,0.042969998,"Honda Motor Co., Ltd."
QCOM,Technology,Semiconductors,196623695872.0,20.037594,8.683611,9.31,-0.035,55.979,186.55,17.57005,0.22308001,0.36083,QUALCOMM Incorporated
PPL,Utilities,Utilities - Regulated Electric,28093366272.0,23.490564,1.8850307,1.59,0.028,131.147,37.35,17.652313,0.13061,0.08157,PPL Corporation
CNC,Healthcare,Healthcare Plans,26161364992.0,,1.220878,-13.05,0.051,76.049,52.98,11.876021,-0.03613,-0.26044,Centene Corporation
HSY,Consumer Defensive,Confectioners,37507768320.0,34.498135,8.089156,5.36,0.106,120.011,184.91,18.679287,0.09125,0.23234,The Hershey Company
ROK,Industrials,Specialty Industrial Machinery,49012998144.0,45.26791,13.075285,9.63,0.119,110.962,435.93,31.678082,0.12358,0.27183,"Rockwell Automation, Inc."
LIN,Basic Materials,Specialty Chemicals,231307739136.0,33.219788,6.065518,15.06,0.082,65.642,500.29,25.38255,0.20436001,0.18229,Linde plc
AGLY,Financial Services,Shell Companies,10267490.0,Infinity,,0.0,,,0.017,,0.0,,Atlantis Glory Inc.
JCI,Industrials,Building Products & Equipment,88639430656.0,48.597317,6.7123985,2.98,0.068,73.339,144.82,26.003782,0.14169,0.12640001,Johnson Controls International plc
UDR,Real Estate,REIT - Residential,13686847488.0,25.12925,3.7365973,1.47,0.042,142.368,36.94,61.56666,0.27782,0.123500004,"UDR, Inc."
AMDL,,,,,,,,,35.34,,,,GraniteShares 2x Long AMD Daily ETF
SRE,Utilities,Utilities - Diversified,61654994944.0,34.316364,1.9496726,2.75,-0.002,83.385,94.37,17.05594,0.134,0.051909998,Sempra
AVGO,Technology,Semiconductors,2023407747072.0,83.30604,25.340054,5.13,0.295,82.704,427.36,23.587656,0.36571997,0.33370999,Broadcom Inc.
9988.HK,Consumer Cyclical,Internet Retail,2575618539520.0,24.18018,2.089037,5.55,0.017,25.908,134.2,17.554188,0.08912,0.082329996,Alibaba Group Holding Limited
ELS,Real Estate,REIT - Residential,12523991040.0,31.25,6.8802295,2.0,0.012,180.774,62.5,28.755463,0.24974,0.2185,"Equity LifeStyle Properties, Inc."
0941.HK,Communication Services,Telecom Services,1833298165760.0,11.7150755,1.1199425,7.23,0.01,7.17,84.7,11.087716,0.12898,0.096379995,China Mobile Limited
